League,Home,Away,INC,Date,Time,H_Score,A_Score,WIN,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards
ligue-1,Lyon,Lille,"[""20' Goal_Home - Slimani I.(Caqueret M.)"", ""24' Var_Away"", ""35' Own_Home - Fonte J.()"", ""43' Yellow_Away - Andre B.(Faul)"", ""45+1' Goal_Away - Yilmaz B."", ""60' Goal_Away - David J.(Yilmaz B.)"", ""85' Goal_Away - Yilmaz B."", ""86' Yellow_Away - Yilmaz B.(Niesportowe zachowanie)"", ""90+1' Yellow_Away - Yazici Y.(Niesportowe zachowanie)""]",25.04.2021,21:00,2,3,Away,46%,54%,7,16,2,7,118,109,66,40,2,5,3,4,18,16,8,4,1,1,4,1,9,13,0,3
ligue-1,Angers,Monaco,"[""45+1' Yellow_Home - Manceau V.(Nadmierna ostrość)"", ""57' Yellow_Away - Tchouameni A.(Zagranie ręką)"", ""74' Yellow_Away - Ben Yedder W.(Podcięcie)"", ""74' Yellow_Home - Ould Khaled Z.(Niesportowe zachowanie)"", ""79' Goal_Away - Ben Yedder W.(Fofana Y.)""]",25.04.2021,17:05,0,1,Away,41%,59%,4,10,0,3,84,119,22,43,3,5,1,2,17,27,4,1,2,2,2,0,18,11,2,2
ligue-1,Lens,Nimes,"[""17' Goal_Home - Ganago I.(Costa D.)"", ""24' Red_Card_Home - Sylla I.(Ciężki faul)"", ""34' Yellow_Home - Bade L.(Nadmierna ostrość)"", ""52' Goal_Away - Ferhat Z.(Penalty )"", ""76' Goal_Home - Haidara M.(Mauricio T.)"", ""81' Yellow_Away - Kone M.(Faul)"", ""90+1' Yellow_Away - Miguel F.(Podcięcie)""]",25.04.2021,15:00,2,1,Home,43%,57%,7,16,4,2,80,117,23,71,2,10,1,4,17,21,4,6,1,1,1,2,14,15,1,2
ligue-1,Lorient,Bordeaux,"[""07' Yellow_Home - Lemoine F.(Faul)"", ""13' Yellow_Away - Baysse P.(Podcięcie)"", ""18' Goal_Home - Wissa Y.(Le Fee E.)"", ""20' Goal_Home - Moffi T.(Wissa Y.)"", ""43' Goal_Home - Moffi T.(Chalobah T.)"", ""75' Yellow_Away - Sabaly Y.(Przytrzymywanie)"", ""80' Goal_Home - Moffi T.(Lauriente A.)"", ""81' Yellow_Home - Moffi T.(Niesportowe zachowanie)"", ""83' Goal_Away - Sissokho I."", ""87' Yellow_Away - Sissokho I.(Faul)""]",25.04.2021,15:00,4,1,Home,44%,56%,13,13,7,7,90,118,46,51,6,4,0,2,19,12,6,3,1,1,6,3,9,14,2,3
ligue-1,Rennes,Dijon,"[""09' Goal_Away - Benzia Y.(Penalty )"", ""15' Goal_Home - Terrier M.(Bourigeaud B.)"", ""18' Yellow_Home - Nyamsi G.(Podcięcie)"", ""40' Yellow_Home - Truffert A.(Podcięcie)"", ""43' Yellow_Away - Panzo J.(Podcięcie)"", ""57' Yellow_Home - Camavinga E.(Podcięcie)"", ""59' Yellow_Home - N"", ""71' Goal_Home - Terrier M.(Camavinga E.)"", ""72' Goal_Home - Tait F."", ""76' Yellow_Home - Dalbert H.(Podcięcie)"", ""81' Goal_Home - Nyamsi G.(Grenier C.)"", ""81' Yellow_Away - Coulibaly S.(Przytrzymywanie)"", ""86' Yellow_Away - Celina B.(Niesportowe zachowanie)"", ""86' Yellow_Home - del Castillo R.(Niesportowe zachowanie)"", ""90+2' Goal_Home - Grenier C.(del Castillo R.)""]",25.04.2021,15:00,5,1,Home,74%,26%,25,4,12,1,148,79,67,49,7,2,6,1,14,24,8,2,3,1,0,7,13,8,6,3
ligue-1,Strasbourg,Nantes,"[""16' Yellow_Away - Chirivella P.(Podcięcie)"", ""17' Yellow_Home - Djiku A.(Nadmierna ostrość)"", ""22' Yellow_Away - Louza I.(Podcięcie)"", ""43' Goal_Home - Ajorque L.(Carole L.)"", ""53' Goal_Away - Castelletto J."", ""57' Yellow_Away - Castelletto J.(Podcięcie)"", ""76' Goal_Away - Blas L.(Simon M.)""]",25.04.2021,15:00,1,2,Away,65%,35%,12,7,4,5,141,122,63,43,4,2,4,0,22,20,6,4,0,4,3,3,15,13,1,3
ligue-1,Nice,Montpellier,"[""03' Goal_Away - Laborde G.(Delort A.)"", ""06' Goal_Home - Boudaoui H.(Dolberg K.)"", ""39' Goal_Home - Todibo J.(Claude-Maurice A.)"", ""40' Goal_Home - Claude-Maurice A."", ""56' Yellow_Away - Mollet F.(Nadmierna ostrość)"", ""59' Yellow_Home - Boudaoui H.(Nadmierna ostrość)"", ""66' Yellow_Away - Wahi E.(Podcięcie)""]",25.04.2021,13:00,3,1,Home,59%,41%,18,14,8,3,98,99,46,48,3,8,7,3,25,22,7,6,1,2,2,5,13,17,1,2
ligue-1,Metz,PSG,"[""04' Goal_Away - Mbappe K.(Herrera A.)"", ""15' Yellow_Home - Angban V.(Podcięcie)"", ""37' Yellow_Away - Verratti M.(Podcięcie)"", ""46' Goal_Home - Centonze F.(Boulaya F.)"", ""58' Yellow_Away - Mbappe K.(Niesportowe zachowanie)"", ""59' Goal_Away - Mbappe K."", ""60' Yellow_Away - Kurzawa L.(Podcięcie)"", ""79' Yellow_Away - Herrera A.(Podcięcie)"", ""89' Goal_Away - Icardi M.(Penalty )""]",24.04.2021,17:00,1,3,Away,33%,67%,8,19,3,8,79,145,30,42,4,10,1,1,16,17,1,9,1,0,5,2,12,12,1,4
ligue-1,St. Etienne,Brest,"[""11' Goal_Home - Khazri W."", ""65' Yellow_Home - Youssouf Z.(Nadmierna ostrość)"", ""66' Goal_Away - Charbonier G."", ""77' Yellow_Away - Belkebla H.(Przytrzymywanie)"", ""79' Goal_Away - Charbonier G.(Perraud R.)"", ""90+1' Yellow_Home - Camara M.(Symulowanie)""]",24.04.2021,13:00,1,2,Away,43%,57%,6,12,3,7,120,107,52,44,3,3,0,2,18,24,3,2,1,0,5,2,17,11,2,1
ligue-1,Reims,Marseille,"[""29' Yellow_Home - Faes W.(Faul)"", ""38' Goal_Home - Mbuku N.(Cassama M.)"", ""41' Goal_Away - Payet D.(Lirola P.)"", ""45+1' Goal_Away - Milik A.(Payet D.)"", ""55' Yellow_Away - Sampaoli J.(Poza boiskiem)"", ""69' Red_Card_Home - Żółta kartka / Faes W.(Faul)"", ""76' Goal_Away - Payet D.(Rongier V.)"", ""81' Var_Away""]",23.04.2021,21:00,1,3,Away,41%,59%,10,11,1,6,104,108,48,31,3,2,6,3,6,15,5,2,2,2,3,0,9,2,2,0
ligue-1,Nantes,Lyon,"[""05' Goal_Away - Depay M.(Paqueta L.)"", ""37' Goal_Away - Depay M.(Penalty )"", ""60' Goal_Home - Pallois N."", ""67' Yellow_Away - Denayer J.(Nadmierna ostrość)""]",18.04.2021,21:00,1,2,Away,49%,51%,12,11,3,4,95,67,49,30,5,5,4,2,17,24,5,4,2,1,2,2,16,10,0,1
ligue-1,Bordeaux,Monaco,"[""15' Yellow_Away - Fofana Y.(Przytrzymywanie)"", ""29' Goal_Away - Volland K.(Ben Yedder W.)"", ""47' Goal_Away - Martins G.(Tchouameni A.)"", ""72' Yellow_Home - Lacoux T.(Podcięcie)"", ""75' Yellow_Home - Zerkane M.(Nadmierna ostrość)"", ""78' Red_Card_Home - Żółta kartka / Lacoux T.(Podcięcie)"", ""84' Yellow_Home - Seri J.(Nadmierna ostrość)"", ""90' Goal_Away - Jovetic S.(Diop S.)""]",18.04.2021,17:05,0,3,Away,41%,59%,7,13,2,6,78,150,30,58,3,4,2,3,15,22,4,5,1,2,3,2,13,11,4,1
ligue-1,Brest,Lens,"[""35' Yellow_Away - Bade L.(Przytrzymywanie)"", ""37' Own_Home - Cahuzac Y.()"", ""48' Yellow_Away - Haidara M.(Podcięcie)"", ""53' Yellow_Away - Fortes S.(Nadmierna ostrość)"", ""59' Yellow_Away - Banza S. B.(Faul)"", ""63' Yellow_Away - Clauss J.(Nadmierna ostrość)"", ""64' Red_Card_Away - Haise F.(Poza boiskiem)"", ""72' Goal_Away - Kakuta G.(Penalty )"", ""81' Red_Card_Away - Żółta kartka / Fortes S.(Nadmierna ostrość)"", ""87' Yellow_Home - Jean Lucas(Nadmierna ostrość)"", ""89' Red_Card_Away - Żółta kartka / Banza S. B.(Niesportowe zachowanie)"", ""89' Red_Card_Home - Żółta kartka / Jean Lucas(Niesportowe zachowanie)""]",18.04.2021,15:00,1,1,Draw,45%,55%,7,8,5,2,64,84,22,23,2,3,0,3,25,20,2,4,2,1,1,4,14,16,2,7
ligue-1,Dijon,Nice,"[""19' Yellow_Home - Chafik F.(Podcięcie)"", ""49' Goal_Home - Chafik F.(Benzia Y.)"", ""51' Yellow_Away - Schneiderlin M.(Nadmierna ostrość)"", ""77' Goal_Home - Benzia Y.(Penalty )""]",18.04.2021,15:00,2,0,Home,43%,57%,9,10,3,2,80,78,25,38,2,6,4,2,19,18,1,9,5,1,2,1,8,13,1,1
ligue-1,Nimes,Strasbourg,"[""29' Yellow_Away - Aholou J.(Podcięcie)"", ""47' Red_Card_Away - Guilbert F.(Podcięcie)"", ""55' Goal_Home - Ripart R.(Penalty )"", ""61' Yellow_Away - Thomasson A.(Podcięcie)"", ""82' Goal_Away - Lienard D."", ""82' Penalty_Missed_Away -  Lienard D.()""]",18.04.2021,15:00,1,1,Draw,52%,48%,5,7,1,3,66,71,28,18,4,2,0,2,24,14,2,1,3,0,2,0,10,17,0,2
ligue-1,Reims,Metz,"[""18' Yellow_Home - Munetsi M.(Nadmierna ostrość)"", ""53' Yellow_Home - Ghislain Konan(Podcięcie)"", ""65' Yellow_Home - Foket T.(Nadmierna ostrość)"", ""81' Yellow_Away - Kouyate K.(Podcięcie)""]",18.04.2021,15:00,0,0,Draw,48%,52%,15,11,6,2,83,76,47,32,7,6,2,3,24,21,10,4,1,3,2,6,13,17,3,1
ligue-1,Paris Saint-Germain,St. Etienne,"[""57' Yellow_Away - Neyou Y.(Faul)"", ""78' Goal_Away - Bouanga D.(Trauco M.)"", ""79' Goal_Home - Mbappe K.(Herrera A.)"", ""85' Yellow_Home - Kimpembe P.(Nadmierna ostrość)"", ""87' Goal_Home - Mbappe K.(Penalty )"", ""90+1' Goal_Away - Hamouma R."", ""90+4' Goal_Home - Icardi M.(Di Maria A.)""]",18.04.2021,13:00,3,2,Home,72%,28%,17,7,5,5,168,65,63,26,8,2,4,0,25,15,13,3,0,4,3,2,13,15,1,1
ligue-1,Marseille,Lorient,"[""19' Goal_Away - Moffi T.(Wissa Y.)"", ""39' Yellow_Home - Balerdi L.(Podcięcie)"", ""53' Goal_Home - Payet D.(Milik A.)"", ""56' Goal_Home - Lirola P.(Thauvin F.)"", ""70' Goal_Away - Moffi T.(Wissa Y.)"", ""90+1' Goal_Home - Lirola P.(Payet D.)""]",17.04.2021,17:00,3,2,Home,73%,27%,13,12,5,6,152,57,58,21,5,5,3,1,21,13,8,3,1,0,4,2,9,15,1,0
ligue-1,Angers,Rennes,"[""45+1' Goal_Away - Doku J.(Terrier M.)"", ""45+2' Yellow_Home - Amadou I.(Podcięcie)"", ""63' Goal_Away - Terrier M.(Tait F.)"", ""65' Yellow_Home - Traore I.(Nadmierna ostrość)"", ""90+1' Goal_Away - Guirassy S.(Dalbert H.)""]",17.04.2021,12:45,0,3,Away,41%,59%,10,9,3,3,88,147,35,52,4,4,3,2,18,16,2,3,3,3,0,3,11,10,2,0
ligue-1,Lille,Montpellier,"[""14' Yellow_Away - Mollet F.(Podcięcie)"", ""21' Goal_Away - Delort A.(Laborde G.)"", ""30' Yellow_Home - Andre B.(Podcięcie)"", ""43' Yellow_Home - Celik Z.(Nadmierna ostrość)"", ""81' Yellow_Home - Mandava R.(Podcięcie)"", ""85' Goal_Home - Luiz Araujo(Celik Z.)""]",16.04.2021,21:00,1,1,Draw,63%,37%,20,10,9,4,152,103,70,24,8,6,3,0,16,22,9,0,1,2,3,8,14,11,3,1
ligue-1,Lyon,Angers,"[""21' Goal_Home - Depay M."", ""41' Goal_Home - Paqueta L."", ""83' Goal_Home - Depay M.(Paqueta L.)""]",11.04.2021,21:00,3,0,Home,53%,47%,16,11,6,3,145,111,54,36,7,5,3,3,25,27,5,4,6,1,3,3,15,14,,
ligue-1,Monaco,Dijon,"[""48' Yellow_Away - Ecuele B.(Przytrzymywanie)"", ""49' Goal_Home - Jovetic S."", ""49' Penalty_Missed_Home -  Ben Yedder W.()"", ""63' Goal_Home - Ben Yedder W.(ovin A.)"", ""67' Yellow_Home - Maripan G.(Podcięcie)"", ""89' Goal_Home - Ben Yedder W.(Penalty )""]",11.04.2021,17:05,3,0,Home,64%,36%,16,6,10,1,59,43,30,15,4,5,2,0,21,19,6,4,4,1,1,7,10,16,1,1
ligue-1,Brest,Nimes,"[""11' Goal_Away - Kone M.(Ferhat Z.)"", ""22' Yellow_Away - Fomba L.(Podcięcie)"", ""26' Goal_Home - Chardonnet B.(Brassier L.)"", ""46' Yellow_Home - Mounie S.(Uderzenie łokciem)"", ""47' Yellow_Home - Perraud R.(Faul)"", ""49' Var_Away"", ""50' Yellow_Home - Magnetti H.(Przytrzymywanie)"", ""86' Yellow_Home - Jean Lucas(Faul)""]",11.04.2021,15:00,1,1,Draw,64%,36%,22,5,4,3,162,72,80,36,9,1,9,1,27,21,9,2,1,2,2,3,15,16,4,1
ligue-1,Lens,Lorient,"[""16' Goal_Home - Kakuta G.(Penalty )"", ""29' Goal_Away - Moffi T.(Le Fee E.)"", ""39' Goal_Home - Jean C."", ""55' Goal_Home - Kalimuendo A."", ""88' Goal_Home - Banza S. B.(Penalty )""]",11.04.2021,15:00,4,1,Home,38%,62%,14,17,6,6,79,125,44,60,4,7,4,4,8,19,5,10,0,0,5,2,11,8,,
ligue-1,Nice,Reims,"[""88' Yellow_Away - Toure E. B.(Nadmierna ostrość)""]",11.04.2021,15:00,0,0,Draw,55%,45%,13,10,2,1,103,106,39,44,8,7,3,2,19,21,10,6,0,2,1,2,13,11,0,1
ligue-1,St. Etienne,Bordeaux,"[""09' Goal_Away - Hwang Ui-Jo(Penalty )"", ""12' Yellow_Home - Neyou Y.(Nadmierna ostrość)"", ""19' Goal_Home - Khazri W.(Penalty )"", ""23' Goal_Home - Khazri W.(Aouchiche A.)"", ""45' Yellow_Home - Bouanga D.(Nadmierna ostrość)"", ""66' Yellow_Home - Moukoudi H.(Nadmierna ostrość)"", ""71' Goal_Home - Khazri W.(Penalty )"", ""81' Goal_Home - Youssouf Z.""]",11.04.2021,15:00,4,1,Home,37%,63%,17,10,7,2,96,111,16,38,7,8,3,0,21,14,5,6,0,2,1,3,12,17,3,0
ligue-1,Rennes,Nantes,"[""19' Yellow_Home - Aguerd N.(Podcięcie)"", ""36' Yellow_Home - Da Silva D.(Nadmierna ostrość)"", ""40' Yellow_Away - Uderzenie łokciemSimon M.(Uderzenie łokciem)"", ""41' Yellow_Home - Salin R.(Poza boiskiem)"", ""43' Yellow_Home - Guirassy S.(Nadmierna ostrość)"", ""52' Goal_Home - Terrier M.(Tait F.)"", ""57' Yellow_Home - Camavinga E.(Podcięcie)"", ""68' Yellow_Home - Tait F.(Nadmierna ostrość)"", ""90+3' Yellow_Away - Castelletto J.(Uderzenie łokciem)""]",11.04.2021,13:00,1,0,Home,64%,36%,14,4,4,2,146,113,62,53,8,2,2,0,24,21,3,3,2,0,2,3,16,15,6,2
ligue-1,Montpellier,Marseille,"[""01' Goal_Home - Delort A.(Ferri J.)"", ""08' Yellow_Home - Mollet F.(Nadmierna ostrość)"", ""40' Yellow_Away - Thauvin F.(Niesportowe zachowanie)"", ""43' Goal_Away - Milik A.(Kamara B.)"", ""45+1' Goal_Away - Gueye P."", ""47' Goal_Home - Laborde G.(Ferri J.)"", ""54' Yellow_Away - Gonzalez A.(Niesportowe zachowanie)"", ""62' Red_Card_Away - Caleta-Car D.(Podcięcie)"", ""71' Goal_Away - Perrin L.(Payet D.)"", ""76' Yellow_Home - Ferri J.(Przytrzymywanie)"", ""90+3' Goal_Home - Laborde G.(Souquet A.)""]",10.04.2021,21:00,3,3,Draw,43%,57%,20,13,7,8,84,95,65,37,6,2,7,3,18,26,6,3,2,0,5,4,17,12,2,2
ligue-1,Strasbourg,PSG,"[""16' Goal_Away - Mbappe K.(Paredes L.)"", ""27' Goal_Away - Sarabia P.(Danilo)"", ""45' Goal_Away - Kean M.(Mbappe K.)"", ""57' Yellow_Away - Kean M.(Podcięcie)"", ""63' Goal_Home - Dion M. S.(Bellegarde J.)"", ""79' Goal_Away - Paredes L.""]",10.04.2021,17:00,1,4,Away,37%,63%,9,16,3,7,86,127,51,54,5,4,1,5,9,15,5,4,4,0,3,2,8,6,0,1
ligue-1,Metz,Lille,"[""16' Yellow_Away - Fonte J.(Zagranie ręką)"", ""17' Penalty_Missed_Home -  Leya A.()"", ""45+2' Yellow_Away - Yilmaz B.(Nadmierna ostrość)"", ""60' Goal_Away - Yilmaz B.(Sanches R.)"", ""65' Yellow_Home - Kouyate K.(Faul)"", ""76' Yellow_Home - Sarr P.(Nadmierna ostrość)"", ""89' Goal_Away - Celik Z.(Bradaric D.)""]",09.04.2021,21:00,0,2,Away,51%,49%,18,9,7,6,102,122,50,40,5,2,6,1,19,28,10,2,0,2,4,7,16,13,2,2
ligue-1,Marseille,Dijon,"[""09' Yellow_Away - Konate M.(Uderzenie łokciem)"", ""24' Yellow_Away - Benzia Y.(Podcięcie)"", ""32' Yellow_Home - Gonzalez A.(Zagranie ręką)"", ""38' Yellow_Away - Ngonda G.(Podcięcie)"", ""45+1' Goal_Home - Balerdi L.(Payet D.)"", ""73' Yellow_Home - Gueye P.(Nadmierna ostrość)"", ""78' Yellow_Away - Coulibaly S.(Podcięcie)"", ""79' Goal_Home - Gonzalez A.(Payet D.)""]",04.04.2021,21:00,2,0,Home,64%,36%,16,4,3,1,143,93,50,28,7,1,6,2,21,22,7,1,3,3,1,1,11,9,2,4
ligue-1,Nimes,St. Etienne,"[""11' Yellow_Home - Alakouch S.(Podcięcie)"", ""23' Goal_Away - Khazri W.(Abi C.)"", ""37' Yellow_Home - Ripart R.(Podcięcie)"", ""43' Yellow_Home - Cubas A.(Podcięcie)"", ""45+1' Yellow_Away - Khazri W.(Nadmierna ostrość)"", ""66' Goal_Away - Bouanga D.(Camara M.)"", ""69' Var_Away"", ""76' Yellow_Away - Bouanga D.(Przytrzymywanie)"", ""86' Yellow_Away - Puel C.(Poza boiskiem)"", ""87' Penalty_Missed_Home -  Ripart R.()"", ""89' Yellow_Home - Briancon A.(Niesportowe zachowanie)"", ""89' Yellow_Home - Duljevic H.(Nadmierna ostrość)""]",04.04.2021,17:05,0,2,Away,53%,47%,14,15,3,5,99,97,41,52,6,7,5,3,26,18,5,3,2,1,3,3,12,19,5,2
ligue-1,Bordeaux,Strasbourg,"[""06' Goal_Away - Kone L.(Lienard D.)"", ""21' Goal_Away - Diallo H.(Guilbert F.)"", ""29' Yellow_Home - Mexer(Faul)"", ""30' Goal_Away - Ajorque L.(Penalty )"", ""36' Goal_Home - Baysse P.(Koscielny L.)"", ""45+1' Goal_Home - Hwang Ui-Jo(Penalty )"", ""57' Yellow_Away - Guilbert F.(Podcięcie)""]",04.04.2021,15:00,2,3,Away,62%,38%,14,12,6,5,154,92,59,52,6,4,2,3,24,9,6,5,0,0,2,4,8,15,1,1
ligue-1,Lorient,Brest,"[""20' Yellow_Home - Abergel L.(Podcięcie)"", ""45' Goal_Home - Abergel L.(Moffi T.)"", ""52' Yellow_Away - Mounie S.(Uderzenie łokciem)"", ""78' Yellow_Home - Monconduit T.(Niesportowe zachowanie)"", ""85' Yellow_Away - Brassier L.(Nadmierna ostrość)"", ""88' Yellow_Home - Hamel P.(Niesportowe zachowanie)"", ""90+3' Red_Card_Away - Belkebla H.(Podcięcie)""]",04.04.2021,15:00,1,0,Home,46%,54%,13,5,4,1,93,123,39,32,5,2,4,2,34,15,6,5,3,0,1,3,9,23,3,2
ligue-1,Nantes,Nice,"[""11' Goal_Away - Dolberg K.(Penalty )"", ""29' Goal_Away - Dolberg K."", ""32' Goal_Home - Toure A."", ""43' Yellow_Home - Pallois N.(Faul)"", ""61' Yellow_Away - Maolida M.(Faul)"", ""72' Yellow_Away - Benitez W.(Niesportowe zachowanie)""]",04.04.2021,15:00,1,2,Away,50%,50%,18,17,6,8,121,77,71,38,8,4,4,5,23,21,10,5,0,1,6,5,15,14,1,2
ligue-1,Reims,Rennes,"[""39' Yellow_Away - Bourigeaud B.(Przytrzymywanie)"", ""39' Yellow_Home - Chavalerin X.(Niesportowe zachowanie)"", ""60' Goal_Home - Dia B."", ""67' Yellow_Away - Terrier M.(Nadmierna ostrość)"", ""74' Yellow_Home - Faes W.(Przytrzymywanie)"", ""75' Goal_Away - Guirassy S.(Penalty )"", ""76' Yellow_Away - N"", ""81' Goal_Home - Ghislain Konan"", ""83' Goal_Away - Guirassy S.(del Castillo R.)"", ""84' Yellow_Home - Rajkovic P.(Niesportowe zachowanie)"", ""85' Red_Card_Home - Cassama M.(Podcięcie)""]",04.04.2021,15:00,2,2,Draw,43%,57%,9,19,4,8,66,117,34,63,5,4,0,7,15,9,1,6,1,1,6,2,7,11,3,3
ligue-1,Angers,Montpellier,"[""30' Yellow_Away - Sambia J.(Niesportowe zachowanie)"", ""47' Goal_Away - Mavididi S."", ""49' Yellow_Home - Capelle P.(Uderzenie łokciem)"", ""72' Goal_Home - Bahoken S.""]",04.04.2021,13:00,1,1,Draw,62%,38%,14,8,4,3,149,108,41,34,5,5,5,0,16,21,4,0,1,1,2,3,15,9,1,1
ligue-1,Lens,Lyon,"[""06' Yellow_Home - Fortes S.(Faul)"", ""07' Yellow_Away - Guimaraes B.(Faul)"", ""34' Var_Home"", ""48' Yellow_Away - Depay M.(Faul)"", ""65' Goal_Home - Clauss J.(Kakuta G.)"", ""70' Yellow_Home - Sotoca F.(Faul)"", ""79' Yellow_Away - De Sciglio M.(Podcięcie)"", ""81' Goal_Away - Paqueta L."", ""87' Yellow_Home - Michelin C.(Nadmierna ostrość)"", ""90' Red_Card_Away - Slimani I.(Podcięcie)""]",03.04.2021,21:00,1,1,Draw,40%,60%,10,15,4,6,92,106,51,75,5,7,1,2,22,17,2,4,1,2,5,3,12,14,3,3
ligue-1,Paris Saint-Germain,Lille,"[""04' Yellow_Away - Fonte J.(Podcięcie)"", ""17' Yellow_Home - Paredes L.(Faul)"", ""19' Yellow_Home - Gueye I.(Niesportowe zachowanie)"", ""20' Goal_Away - David J.(Ikone J.)"", ""36' Yellow_Away - Djalo T.(Nadmierna ostrość)"", ""48' Yellow_Home - Neymar(Niesportowe zachowanie)"", ""57' Yellow_Home - Diallo A.(Podcięcie)"", ""85' Yellow_Home - Mbappe K.(Nadmierna ostrość)"", ""87' Yellow_Away - Andre B.(Podcięcie)"", ""90' Red_Card_Home - Żółta kartka / Neymar(Niesportowe zachowanie)"", ""90+1' Red_Card_Away - Żółta kartka / Djalo T.(Niesportowe zachowanie)""]",03.04.2021,17:00,0,1,Away,65%,35%,16,3,3,3,102,59,79,32,10,0,3,0,23,24,5,0,0,2,2,3,18,12,6,4
ligue-1,Monaco,Metz,"[""36' Yellow_Away - Yade P. N.(Podcięcie)"", ""48' Yellow_Away - Caillard M.(Podcięcie)"", ""50' Goal_Home - Fabregas C.(Penalty )"", ""52' Goal_Home - Volland K.(Matazo E.)"", ""77' Goal_Home - Ben Yedder W.(Henrique C.)"", ""85' Yellow_Away - Boye J.(Podcięcie)"", ""85' Yellow_Away - Kouyate K.(Niesportowe zachowanie)"", ""87' Red_Card_Away - Żółta kartka / Boye J.(Nadmierna ostrość)"", ""89' Goal_Home - Ben Yedder W.(Penalty )"", ""90' Yellow_Away - Centonze F.(Podcięcie)""]",03.04.2021,13:00,4,0,Home,61%,39%,15,6,6,1,93,69,86,30,5,3,4,2,24,24,8,1,3,1,1,2,16,15,0,6
ligue-1,Lyon,PSG,"[""15' Goal_Away - Mbappe K."", ""32' Goal_Away - Danilo(Marquinhos)"", ""40' Yellow_Home - Kadewere T.(Nadmierna ostrość)"", ""47' Goal_Away - Di Maria A."", ""52' Goal_Away - Mbappe K.(Verratti M.)"", ""62' Goal_Home - Slimani I.(Cornet M.)"", ""81' Goal_Home - Cornet M.(Cherki R.)"", ""90+1' Yellow_Home - Diomande S.(Uderzenie łokciem)""]",21.03.2021,21:00,2,4,Away,42%,58%,8,14,7,9,84,105,48,25,1,5,0,0,16,18,1,4,4,1,5,5,14,15,2,0
ligue-1,Lille,Nimes,"[""12' Goal_Away - Kone M.(Eliasson N.)"", ""20' Goal_Home - Xeka(Bamba J.)"", ""45' Goal_Away - Ripart R.(Ferhat Z.)"", ""53' Yellow_Home - Bamba J.(Uderzenie łokciem)"", ""80' Yellow_Home - Soumare B.(Przytrzymywanie)""]",21.03.2021,17:05,1,2,Away,73%,27%,15,10,4,4,183,83,78,25,6,5,5,1,10,22,8,0,3,0,2,3,19,10,2,0
ligue-1,Brest,Angers,"[""24' Yellow_Away - Doumbia S.(Nadmierna ostrość)"", ""46' Yellow_Home - Lasne P.(Nadmierna ostrość)"", ""47' Yellow_Away - Amadou I.(Przytrzymywanie)"", ""84' Yellow_Away - Boufal S.(Nadmierna ostrość)""]",21.03.2021,15:00,0,0,Draw,52%,48%,11,15,2,5,129,109,49,37,5,8,4,2,11,19,3,6,2,0,5,2,17,11,1,3
ligue-1,Dijon,Reims,"[""50' Goal_Away - Dia B."", ""59' Yellow_Home - Balde M.(Uderzenie łokciem)"", ""78' Yellow_Home - Ndong D.(Nadmierna ostrość)"", ""87' Yellow_Home - Lautoa W.(Podcięcie)""]",21.03.2021,15:00,0,1,Away,54%,46%,10,9,4,2,106,125,42,42,5,4,1,3,13,11,2,3,1,3,1,4,10,10,3,0
ligue-1,Montpellier,Bordeaux,"[""28' Goal_Away - Hwang Ui-Jo(Baysse P.)"", ""34' Yellow_Away - Seri J.(Podcięcie)"", ""35' Goal_Home - Sambia J."", ""58' Goal_Home - Laborde G.(Delort A.)"", ""69' Goal_Home - Mavididi S.(Savanier T.)"", ""72' Yellow_Home - Cozza N.(Podcięcie)"", ""90+2' Yellow_Away - Benito L.(Nadmierna ostrość)""]",21.03.2021,15:00,3,1,Home,44%,56%,23,13,9,3,100,102,50,45,9,5,5,5,12,10,6,6,2,2,2,6,8,10,1,2
ligue-1,Nantes,Lorient,"[""02' Goal_Home - Kolo Muani R.(Toure A.)"", ""24' Yellow_Away - Lauriente A.(Faul)"", ""87' Goal_Away - Lauriente A.""]",21.03.2021,15:00,1,1,Draw,37%,63%,8,15,3,3,96,152,46,46,4,6,1,6,10,11,2,8,0,1,2,2,11,8,0,1
