League,Home,Away,INC,Date,Time,H_Score,A_Score,WIN,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards
laliga,Mallorca,Betis,"[""25' Goal_Home - Olivan B.(Rodriguez D.)"", ""45+3' Yellow_Away - Gonzalez E.(Podcięcie)"", ""59' Own_Away - Reina M.()"", ""74' Yellow_Away - Akouokou P.(Nadmierna ostrość)"", ""79' Yellow_Away - Juanmi(Podcięcie)"", ""79' Yellow_Home - Febas A.(Podcięcie)""]",14.08.2021,19:30,1,1,Draw,34%,66%,6,10,2,1,72,128,30,51,4,7,0,2,23,22,4,3,3,0,0,1,12,18,1,3
laliga,Valencia,Getafe,"[""03' Red_Card_Home - PodcięcieGuillamon H.(Podcięcie)"", ""11' Goal_Home - Soler C.(Penalty )"", ""13' Yellow_Home - Wass D.(Faul)"", ""31' Yellow_Away - Olivera M.(Faul)"", ""38' Yellow_Away - Cabaco E.(Nadmierna ostrość)"", ""50' Yellow_Home - Soler C.(Faul)"", ""57' Yellow_Home - Gomez M.(Nadmierna ostrość)"", ""70' Yellow_Home - Gaya J.(Przytrzymywanie)"", ""76' Red_Card_Away - Żółta kartka / Cabaco E.(Nadmierna ostrość)"", ""82' Yellow_Away - Gonzalez J. M.(Poza boiskiem)"", ""90+2' Yellow_Home - Jason(Faul)"", ""90+6' Yellow_Home - Alderete O.(Niesportowe zachowanie)""]",13.08.2021,21:00,1,0,Home,26%,74%,4,22,2,4,52,126,29,71,2,12,0,6,21,39,1,9,2,2,4,1,24,15,6,3
ligue-1,Nantes,Toulouse,"[""05' Yellow_Home - Appiah D.(Faul)"", ""41' Yellow_Home - Kolo Muani R.(Nadmierna ostrość)"", ""53' Yellow_Away - Bayo V.(Nadmierna ostrość)"", ""62' Goal_Away - Bayo V.(Adli A.)"", ""70' Yellow_Away - Machado D.(Uderzenie łokciem)"", ""77' Yellow_Home - Chirivella P.(Faul)"", ""81' Yellow_Away - Antiste J.(Niesportowe zachowanie)"", ""87' Red_Card_Away - Ngoumou N.(Nadmierna ostrość)"", ""90+5' Yellow_Away - Garande P.(Poza boiskiem)""]",30.05.2021,18:00,0,1,Away,38%,62%,8,12,2,5,118,127,66,66,3,6,3,1,24,26,4,1,1,0,4,2,19,17,3,3
ligue-1,Toulouse,Nantes,"[""10' Goal_Away - Blas L.(Simon M.)"", ""18' Goal_Home - Machado D.(Bayo V.)"", ""22' Goal_Away - Kolo Muani R."", ""46' Yellow_Away - Chirivella P.(Faul)"", ""63' Yellow_Home - Kone K.(Nadmierna ostrość)"", ""72' Yellow_Home - Moreira S.(Podcięcie)""]",27.05.2021,20:45,1,2,Away,56%,44%,15,11,2,4,89,103,52,67,7,6,6,1,25,22,3,1,4,0,2,1,12,17,2,1
ligue-1,Angers,Lille,"[""10' Goal_Away - David J.(Sanches R.)"", ""45+1' Goal_Away - Yilmaz B.(Penalty )"", ""75' Yellow_Away - Sanches R.(Podcięcie)"", ""78' Yellow_Away - Celik Z.(Przytrzymywanie)"", ""90+1' Goal_Home - Fulgini A.""]",23.05.2021,21:00,1,2,Away,57%,43%,11,5,4,2,144,94,40,26,6,3,1,0,28,13,4,2,0,4,0,3,10,14,0,2
ligue-1,Brest,PSG,"[""19' Penalty_Missed_Away -  Neymar()"", ""27' Yellow_Away - Herrera A.(Przytrzymywanie)"", ""34' Yellow_Away - Neymar(Niesportowe zachowanie)"", ""35' Yellow_Home - Magnetti H.(Nadmierna ostrość)"", ""37' Own_Away - Faivre R.()"", ""71' Goal_Away - Mbappe K.""]",23.05.2021,21:00,0,2,Away,37%,63%,6,9,5,4,85,127,30,80,1,3,0,2,7,9,5,4,1,0,3,5,7,6,1,2
ligue-1,Lens,Monaco,"[""74' Yellow_Home - Medina F.(Podcięcie)"", ""82' Yellow_Away - Volland K.(Niesportowe zachowanie)"", ""82' Yellow_Home - Cahuzac Y.(Niesportowe zachowanie)"", ""82' Yellow_Home - Clauss J.(Niesportowe zachowanie)"", ""85' Yellow_Away - Maripan G.(Faul)""]",23.05.2021,21:00,0,0,Draw,35%,65%,4,19,1,3,75,165,26,67,3,11,0,5,12,29,2,7,3,4,3,1,16,6,3,2
ligue-1,Lyon,Nice,"[""14' Goal_Home - Ekambi K.(Depay M.)"", ""27' Goal_Away - Dolberg K."", ""40' Goal_Home - Ekambi K.(Depay M.)"", ""43' Var_Home"", ""45+1' Yellow_Away - Thuram K."", ""50' Goal_Away - Kamara H."", ""56' Yellow_Home - Marcelo(Podcięcie)"", ""57' Goal_Away - Saliba W.(Gouiri A.)"", ""65' Yellow_Away - Todibo J.(Przytrzymywanie)""]",23.05.2021,21:00,2,3,Away,54%,46%,12,14,6,6,140,57,70,43,4,6,2,2,17,15,6,6,2,0,3,4,8,10,1,2
ligue-1,Metz,Marseille,"[""36' Yellow_Home - Bronn D.(Podcięcie)"", ""42' Yellow_Home - Sarr P.(Podcięcie)"", ""54' Yellow_Home - Ambrose T.(Uderzenie łokciem)"", ""71' Yellow_Away - Lirola P.(Podcięcie)"", ""90+13' Goal_Away - Milik A.(Penalty )"", ""90+5' Yellow_Away - Payet D.(Zagranie ręką)"", ""90+6' Goal_Home - Boulaya F.(Penalty )""]",23.05.2021,21:00,1,1,Draw,35%,65%,10,9,3,2,72,98,29,47,3,6,4,1,10,18,1,10,1,1,1,2,14,10,3,2
ligue-1,Nantes,Montpellier,"[""18' Yellow_Away - Hilton(Faul)"", ""29' Penalty_Missed_Away -  Delort A.()"", ""30' Goal_Away - Laborde G."", ""33' Goal_Home - Kolo Muani R.(Coulibaly K.)"", ""45+1' Yellow_Away - Souquet A.(Faul)"", ""76' Goal_Away - Delort A.(Wahi E.)"", ""82' Yellow_Home - Coco M."", ""90+1' Yellow_Home - Blas L.(Faul)""]",23.05.2021,21:00,1,2,Away,49%,51%,15,8,5,5,101,102,75,28,4,2,6,1,18,10,9,5,1,1,3,4,8,11,2,2
ligue-1,Reims,Bordeaux,"[""15' Goal_Home - Toure E. B.(Foket T.)"", ""44' Goal_Away - Adli Y."", ""58' Goal_Away - Kwateng E.(Basic T.)"", ""90+2' Yellow_Away - Kwateng E.(Nadmierna ostrość)"", ""90+2' Yellow_Home - Sierhuis K.(Nadmierna ostrość)""]",23.05.2021,21:00,1,2,Away,56%,44%,10,12,3,5,90,90,48,43,4,3,3,4,9,18,5,2,2,1,3,2,11,6,1,1
ligue-1,Rennes,Nimes,"[""25' Goal_Home - Guirassy S.(Doku J.)"", ""51' Goal_Home - Bourigeaud B."", ""89' Yellow_Home - Ugochukwu C.(Podcięcie)""]",23.05.2021,21:00,2,0,Home,68%,32%,12,9,6,2,160,74,64,11,4,7,2,0,19,13,4,3,0,2,2,4,11,10,1,0
ligue-1,St. Etienne,Dijon,"[""39' Goal_Away - Kamara A.(Konate M.)"", ""56' Yellow_Home - Douath L.(Podcięcie)"", ""76' Penalty_Missed_Away -  Konate M.()""]",23.05.2021,21:00,0,1,Away,65%,35%,19,10,5,2,138,79,57,20,9,7,5,1,14,20,9,3,1,0,1,5,13,10,1,0
ligue-1,Strasbourg,Lorient,"[""10' Yellow_Home - Carole L.(Przytrzymywanie)"", ""18' Goal_Home - Diallo H."", ""53' Yellow_Away - Laporte J.(Nadmierna ostrość)"", ""55' Goal_Away - Chalobah T.(Le Fee E.)""]",23.05.2021,21:00,1,1,Draw,52%,48%,6,7,2,1,100,96,25,27,4,4,0,2,13,24,2,3,0,1,0,1,17,9,1,1
ligue-1,Toulouse,Grenoble,"[""03' Goal_Home - Spierings S."", ""03' Penalty_Missed_Home -  Spierings S.()"", ""04' Yellow_Away - Pickel C.(Niesportowe zachowanie)"", ""16' Yellow_Home - Dejaegere B.(Faul)"", ""23' Goal_Home - Kone K.(Machado D.)"", ""36' Yellow_Away - Djitte M. K.(Nadmierna ostrość)"", ""54' Yellow_Away - Belmonte A.(Nadmierna ostrość)"", ""70' Yellow_Home - Adli A.(Faul)"", ""90+2' Goal_Home - Healey R.(Spierings S.)""]",21.05.2021,20:45,3,0,Home,42%,58%,12,14,6,3,105,121,66,78,4,8,2,3,20,23,3,4,1,0,3,3,15,13,2,3
ligue-1,Grenoble,Paris FC,"[""08' Goal_Home - Anani A."", ""19' Yellow_Away - Kante(Nadmierna ostrość)"", ""36' Yellow_Away - Girard R.(Poza boiskiem)"", ""66' Yellow_Home - Ravet Y.(Nadmierna ostrość)"", ""87' Goal_Home - Semedo W.""]",18.05.2021,20:45,2,0,Home,35%,65%,12,15,8,3,88,126,83,118,3,5,1,7,20,23,4,5,2,4,3,6,14,12,1,1
ligue-1,Bordeaux,Lens,"[""32' Goal_Home - Hwang Ui-Jo(Penalty )"", ""56' Yellow_Away - Bade L.(Nadmierna ostrość)"", ""58' Yellow_Away - Kakuta G.(Faul)"", ""82' Yellow_Home - Poundje M.(Podcięcie)"", ""89' Goal_Home - Sabaly Y.(Mara S.)"", ""90+1' Goal_Home - Zerkane M.(Mara S.)"", ""90+1' Yellow_Home - Zerkane M.(Niesportowe zachowanie)""]",16.05.2021,21:00,3,0,Home,33%,67%,11,14,4,4,86,142,29,62,5,5,2,5,22,21,1,6,1,2,4,1,16,15,2,2
ligue-1,Dijon,Nantes,"[""06' Goal_Away - Coulibaly K.(Simon M.)"", ""27' Yellow_Home - Marie J.(Faul)"", ""32' Goal_Away - Kolo Muani R."", ""61' Yellow_Away - Coulibaly K.(Faul)"", ""85' Yellow_Home - Ecuele B.(Faul)"", ""90+1' Goal_Away - Blas L.(Kolo Muani R.)"", ""90+2' Goal_Away - Kolo Muani R.(Blas L.)""]",16.05.2021,21:00,0,4,Away,71%,29%,10,16,1,4,130,100,43,39,4,9,5,3,14,20,3,6,1,1,0,1,12,10,2,1
ligue-1,Lille,St. Etienne,"[""21' Yellow_Away - Neyou Y.(Podcięcie)"", ""26' Yellow_Home - Andre B.(Podcięcie)"", ""47' Yellow_Away - Khazri W.(Nadmierna ostrość)""]",16.05.2021,21:00,0,0,Draw,59%,41%,14,8,3,1,148,86,58,25,6,3,5,4,23,14,3,6,1,1,1,3,11,14,1,2
ligue-1,Lorient,Metz,"[""23' Yellow_Away - Kouyate K.(Nadmierna ostrość)"", ""30' Yellow_Away - Bronn D.(Podcięcie)"", ""31' Goal_Home - Wissa Y.(Penalty )"", ""65' Yellow_Away - Ambrose T.(Faul)"", ""72' Goal_Away - Traore B.(Delaine T.)"", ""74' Goal_Home - Hergault J.(Lauriente A.)"", ""84' Yellow_Away - Centonze F.(Nadmierna ostrość)"", ""90+1' Yellow_Home - Grbic A.(Nadmierna ostrość)""]",16.05.2021,21:00,2,1,Home,38%,62%,6,3,2,1,93,136,32,39,2,1,2,1,20,23,2,1,0,0,0,0,16,19,1,4
ligue-1,Marseille,Angers,"[""09' Goal_Home - Milik A.(Lirola P.)"", ""22' Yellow_Home - Rongier V.(Faul)"", ""32' Var_Home"", ""37' Yellow_Home - Milik A.(Faul)"", ""48' Goal_Home - Milik A.(Payet D.)"", ""57' Goal_Away - Pereira Lage M.(Pavlovic M.)"", ""62' Yellow_Away - Pereira Lage M.(Podcięcie)"", ""85' Goal_Away - Thomas R."", ""87' Yellow_Home - Gonzalez A.(Niesportowe zachowanie)"", ""87' Yellow_Home - Sampaoli J.(Poza boiskiem)"", ""89' Red_Card_Home - Żółta kartka / Sampaoli J.(Poza boiskiem)"", ""90+2' Yellow_Away - Thomas R.(Podcięcie)"", ""90+4' Goal_Home - Milik A.(Penalty )""]",16.05.2021,21:00,3,2,Home,53%,47%,16,11,11,5,91,112,36,44,3,3,2,3,19,26,3,4,2,2,3,8,16,12,3,2
ligue-1,Monaco,Rennes,"[""16' Goal_Home - Ben Yedder W.(ovin A.)"", ""18' Yellow_Home - Badiashile B.(Nadmierna ostrość)"", ""29' Goal_Home - ovin A.(Fofana Y.)"", ""31' Yellow_Home - Maripan G.(Przytrzymywanie)"", ""61' Yellow_Away - Bourigeaud B.(Przytrzymywanie)"", ""68' Own_Away - Disasi A.()"", ""70' Yellow_Away - Aguerd N.(Nadmierna ostrość)"", ""85' Red_Card_Away - Da Silva D.(Podcięcie)""]",16.05.2021,21:00,2,1,Home,39%,61%,11,9,3,2,101,129,31,61,2,5,6,2,21,19,4,4,2,0,2,1,12,14,2,2
ligue-1,Montpellier,Brest,"[""39' Red_Card_Home - Mollet F.(Podcięcie)"", ""42' Yellow_Away - Mounie S.(Nadmierna ostrość)"", ""50' Yellow_Away - Belkebla H.(Przytrzymywanie)"", ""72' Yellow_Away - Chardonnet B.(Nadmierna ostrość)""]",16.05.2021,21:00,0,0,Draw,41%,59%,4,22,2,9,110,123,29,83,2,8,0,5,18,26,1,11,0,0,9,2,18,13,0,3
ligue-1,Nice,Strasbourg,"[""02' Goal_Away - Ajorque L."", ""26' Yellow_Home - Saliba W.(Podcięcie)"", ""38' Yellow_Away - Thomasson A.(Nadmierna ostrość)"", ""58' Yellow_Home - Boudaoui H.(Podcięcie)"", ""66' Goal_Away - Ajorque L.(Guilbert F.)""]",16.05.2021,21:00,0,2,Away,72%,28%,7,11,3,5,181,54,40,29,3,2,1,4,16,15,4,4,1,2,3,3,9,10,2,1
ligue-1,Nimes,Lyon,"[""05' Goal_Home - Kone M."", ""08' Goal_Away - Paqueta L."", ""20' Goal_Away - Depay M.(Dubois L.)"", ""24' Goal_Away - Paqueta L."", ""55' Goal_Away - Aouar H.(Paqueta L.)"", ""62' Goal_Home - Kone M.(Fomba L.)"", ""87' Goal_Away - Slimani I.(Cherki R.)""]",16.05.2021,21:00,2,5,Away,43%,57%,8,21,4,13,96,131,38,41,0,5,4,3,19,15,3,6,2,0,8,2,7,13,,
ligue-1,Paris Saint-Germain,Reims,"[""10' Red_Card_Away - Abdelhamid Y.(Zagranie ręką)"", ""13' Goal_Home - Neymar(Penalty )"", ""24' Goal_Home - Mbappe K."", ""68' Goal_Home - Marquinhos(Neymar)"", ""89' Goal_Home - Kean M.""]",16.05.2021,21:00,4,0,Home,57%,43%,28,2,10,0,119,60,87,24,11,1,7,1,6,18,9,5,1,2,0,6,14,4,,
ligue-1,Rennes,PSG,"[""45+4' Yellow_Home - Aguerd N.(Nadmierna ostrość)"", ""45+5' Goal_Away - Neymar(Penalty )"", ""57' Yellow_Away - Herrera A.(Podcięcie)"", ""70' Goal_Home - Guirassy S.(Bourigeaud B.)"", ""80' Yellow_Home - Diouf A.(Nadmierna ostrość)"", ""87' Red_Card_Away - Kimpembe P.(Podcięcie)"", ""89' Yellow_Home - del Castillo R.(Poza boiskiem, Niesportowe zachowanie)"", ""90+1' Yellow_Home - Tait F.(Podcięcie)""]",09.05.2021,21:00,1,1,Draw,42%,58%,19,12,10,4,85,105,49,63,6,7,3,1,16,17,9,3,4,2,3,9,12,11,4,1
ligue-1,Reims,Monaco,"[""20' Goal_Away - Matazo E.(Ben Yedder W.)"", ""31' Yellow_Home - Munetsi M.(Podcięcie)"", ""39' Yellow_Away - Badiashile B.(Podcięcie)"", ""89' Yellow_Away - Maripan G.(Przytrzymywanie)"", ""90+2' Yellow_Away - Golovin A.(Podcięcie)""]",09.05.2021,17:05,0,1,Away,39%,61%,8,7,2,2,80,144,37,38,3,3,3,2,16,18,3,3,1,0,1,2,11,13,1,3
ligue-1,Angers,Dijon,"[""07' Goal_Home - Fulgini A.(Bahoken S.)"", ""48' Var_Home"", ""50' Own_Home - Allagbe S.()"", ""89' Goal_Home - Diony L.(Pereira Lage M.)""]",09.05.2021,15:00,3,0,Home,44%,56%,11,5,4,1,112,118,37,28,5,1,2,3,16,13,1,4,2,1,1,1,8,11,,
ligue-1,Metz,Nimes,"[""01' Yellow_Home - Maiga H.(Faul)"", ""61' Goal_Away - Fomba L.(Eliasson N.)"", ""67' Goal_Away - Ripart R.(Penalty )"", ""69' Yellow_Away - Meling B.(Podcięcie)"", ""70' Yellow_Away - Fomba L.(Nadmierna ostrość)"", ""77' Var_Home"", ""89' Goal_Away - Ferhat Z.(Deaux L.)""]",09.05.2021,15:00,0,3,Away,59%,41%,11,10,2,5,115,100,35,43,5,3,4,2,22,17,0,6,1,2,2,2,13,12,1,2
ligue-1,Nice,Brest,"[""04' Goal_Away - Mounie S.(Perraud R.)"", ""38' Goal_Home - Rony Lopes(Claude-Maurice A.)"", ""43' Goal_Away - Mounie S.(Faivre R.)"", ""52' Red_Card_Home - Ciężki faulLees Melou P.(Ciężki faul)"", ""61' Goal_Home - Boudaoui H.(Claude-Maurice A.)"", ""64' Yellow_Away - Jean Lucas(Faul)"", ""70' Yellow_Home - Todibo J.(Faul)"", ""89' Goal_Home - Kamara H.(Claude-Maurice A.)""]",09.05.2021,15:00,3,2,Home,63%,37%,14,9,5,2,134,85,71,31,7,4,2,3,17,10,7,5,0,0,0,2,8,11,1,1
ligue-1,Strasbourg,Montpellier,"[""36' Goal_Away - Laborde G.(Sambia J.)"", ""37' Yellow_Home - Aholou J.(Nadmierna ostrość)"", ""43' Yellow_Away - Le Tallec D.(Nadmierna ostrość)"", ""46' Goal_Away - Delort A.(Hilton)"", ""49' Goal_Away - Laborde G."", ""61' Yellow_Away - Chotard J.(Nadmierna ostrość)"", ""69' Goal_Home - Ajorque L."", ""90+1' Yellow_Home - Djiku A.(Podcięcie)"", ""90+4' Goal_Home - Zohi K.(Prcic S.)"", ""90+5' Yellow_Away - Ristic M.(Opóźnianie gry)""]",09.05.2021,15:00,2,3,Away,58%,42%,18,6,7,3,122,90,57,25,7,1,4,2,25,25,4,6,1,1,0,5,16,16,2,3
ligue-1,St. Etienne,Marseille,"[""43' Goal_Home - Nordin A.(Khazri W.)"", ""63' Yellow_Away - Thauvin F.(Przytrzymywanie)"", ""67' Yellow_Away - Balerdi L.(Nadmierna ostrość)"", ""76' Yellow_Home - Kolodziejczak T.(Podcięcie)"", ""85' Yellow_Away - Gonzalez A.(Podcięcie)""]",09.05.2021,13:00,1,0,Home,45%,55%,18,15,5,4,81,89,28,48,8,8,5,3,21,31,10,4,2,3,4,4,22,12,1,3
ligue-1,Lyon,Lorient,"[""18' Yellow_Home - Guimaraes B.(Podcięcie)"", ""41' Yellow_Home - Aouar H.(Podcięcie)"", ""53' Goal_Home - Aouar H.(Cherki R.)"", ""65' Goal_Home - Paqueta L."", ""69' Yellow_Away - Lemoine F.(Podcięcie)"", ""71' Goal_Home - Guimaraes B.(Penalty )"", ""77' Goal_Home - Guimaraes B.(Slimani I.)"", ""79' Yellow_Away - Hamel P.(Nadmierna ostrość)"", ""83' Goal_Away - Monconduit T.(Chalobah T.)""]",08.05.2021,17:00,4,1,Home,59%,41%,25,8,11,2,135,86,52,16,8,3,6,3,14,25,5,1,0,1,1,7,17,10,2,2
ligue-1,Nantes,Bordeaux,"[""19' Goal_Home - Coulibaly K.(Blas L.)"", ""31' Yellow_Away - Mexer(Nadmierna ostrość)"", ""50' Yellow_Away - Benito L.(Podcięcie)"", ""51' Goal_Home - Louza I.(Penalty )"", ""57' Yellow_Away - Nadmierna ostrośćLacoux T.(Nadmierna ostrość)"", ""70' Goal_Home - Kolo Muani R.(Simon M.)"", ""74' Yellow_Away - De Preville N.(Niesportowe zachowanie)"", ""90+1' Yellow_Away - Basic T.(Przytrzymywanie)""]",08.05.2021,13:00,3,0,Home,49%,51%,11,10,3,2,142,102,48,32,4,6,4,2,31,21,5,2,0,2,2,0,13,20,0,5
ligue-1,Lens,Lille,"[""04' Goal_Away - Yilmaz B.(Penalty )"", ""29' Yellow_Home - Michelin C.(Podcięcie)"", ""35' Red_Card_Home - Żółta kartka / Michelin C.(Uderzenie łokciem)"", ""39' Yellow_Away - Luiz Araujo(Podcięcie)"", ""40' Goal_Away - Yilmaz B.(Soumare B.)"", ""60' Goal_Away - David J."", ""65' Yellow_Away - Fonte J.(Podcięcie)"", ""67' Yellow_Home - Fortes S.(Przytrzymywanie)""]",07.05.2021,21:00,0,3,Away,49%,51%,11,11,5,6,119,98,40,29,4,5,2,0,16,20,5,4,0,0,3,5,15,9,3,2
ligue-1,Monaco,Lyon,"[""25' Goal_Home - Volland K.(Ben Yedder W.)"", ""30' Yellow_Away - Caqueret M.(Podcięcie)"", ""57' Goal_Away - Depay M.(Ekambi K.)"", ""63' Yellow_Home - Fofana Y.(Podcięcie)"", ""70' Red_Card_Away - Żółta kartka / Caqueret M.(Podcięcie)"", ""72' Yellow_Away - Kadewere T.(Podcięcie)"", ""77' Goal_Away - Marcelo(Depay M.)"", ""86' Goal_Home - Ben Yedder W.(Penalty )"", ""86' Yellow_Away - Lopes A.(Nadmierna ostrość)"", ""89' Goal_Away - Cherki R.(De Sciglio M.)"", ""90+8' Red_Card_Away - De Sciglio M.(Poza boiskiem, Bójka)"", ""90+8' Red_Card_Home - Geubbels W.(Poza boiskiem, Bójka)"", ""90+8' Red_Card_Home - Pellegri P.(Poza boiskiem, Bójka)"", ""90+9' Red_Card_Away - Marcelo(Poza boiskiem, Bójka)""]",02.05.2021,21:00,2,3,Away,47%,53%,12,17,4,5,97,126,34,54,6,9,2,3,25,30,5,5,2,3,2,2,23,16,1,4
ligue-1,Montpellier,St. Etienne,"[""06' Goal_Home - Delort A.(Mollet F.)"", ""16' Goal_Away - Hamouma R.(Bouanga D.)"", ""47' Yellow_Away - Gabriel S.(Nadmierna ostrość)"", ""50' Goal_Away - Debuchy M.(Camara M.)"", ""80' Yellow_Home - Benchama S.(Podcięcie)"", ""85' Yellow_Home - Der Zakarian M.(Poza boiskiem)"", ""90+1' Yellow_Home - Dolly K.(Podcięcie)""]",02.05.2021,17:05,1,2,Away,46%,54%,13,19,2,7,82,119,46,39,5,4,6,8,16,23,7,7,1,0,5,1,15,12,2,1
ligue-1,Brest,Nantes,"[""15' Goal_Away - Simon M."", ""27' Goal_Away - Blas L.(Louza I.)"", ""56' Goal_Away - Louza I.(Simon M.)"", ""61' Yellow_Home - Larsonneur G.(Podcięcie)"", ""62' Goal_Away - Coulibaly K.(Penalty )"", ""83' Goal_Home - Faivre R."", ""89' Yellow_Home - Charbonier G.(Podcięcie)""]",02.05.2021,15:00,1,4,Away,59%,41%,16,12,7,6,144,87,65,47,3,1,6,5,17,17,5,5,2,2,2,6,12,10,2,0
ligue-1,Dijon,Metz,"[""05' Yellow_Away - Yade P. N.(Podcięcie)"", ""37' Goal_Away - Gueye L."", ""42' Goal_Away - Sarr P."", ""43' Red_Card_Home - Celina B.(Faul)"", ""48' Goal_Home - Balde M.(Sammaritano F.)"", ""71' Own_Away - Chafik F.()"", ""82' Goal_Away - Vagner(Boulaya F.)"", ""83' Yellow_Home - Lautoa W.(Nadmierna ostrość)"", ""85' Goal_Away - Bronn D.(Boulaya F.)""]",02.05.2021,15:00,1,5,Away,45%,55%,10,14,4,6,97,101,34,42,4,7,2,1,23,17,6,3,0,1,1,3,11,16,1,1
ligue-1,Lorient,Angers,"[""15' Red_Card_Away - Coulibaly L.(Podcięcie)"", ""28' Yellow_Home - Laporte J.(Nadmierna ostrość)"", ""43' Yellow_Away - Manceau V.(Zagranie ręką)"", ""44' Goal_Home - Wissa Y.(Penalty )"", ""46' Yellow_Away - Pereira Lage M.(Podcięcie)"", ""48' Goal_Home - Lemoine F.(Le Fee E.)"", ""50' Red_Card_Home - Żółta kartka / Laporte J.(Podcięcie)"", ""65' Yellow_Home - Le Fee E.(Podcięcie)"", ""90+2' Yellow_Away - Pavlovic M.(Nadmierna ostrość)""]",02.05.2021,15:00,2,0,Home,50%,50%,13,9,4,2,117,116,32,55,6,6,3,1,19,13,5,0,4,0,2,2,8,13,3,3
ligue-1,Nimes,Reims,"[""21' Yellow_Away - Zeneli A.(Podcięcie)"", ""30' Goal_Away - Mbuku N.(Chavalerin X.)"", ""45' Yellow_Home - Paquiez G.(Nadmierna ostrość)"", ""47' Goal_Home - Ripart R.(Ferhat Z.)"", ""56' Yellow_Away - De Smet T.(Podcięcie)"", ""71' Goal_Home - Kone M.(Ferhat Z.)"", ""72' Yellow_Home - Kone M.(Niesportowe zachowanie)"", ""80' Goal_Away - Flips A.(Foket T.)""]",02.05.2021,15:00,2,2,Draw,50%,50%,18,12,7,7,102,87,53,24,7,3,4,2,17,25,10,5,1,0,5,5,15,13,2,2
ligue-1,Bordeaux,Rennes,"[""08' Red_Card_Away - N"", ""11' Goal_Home - Mara S.(Hwang Ui-Jo)"", ""69' Yellow_Home - Lacoux T.(Podcięcie)"", ""74' Yellow_Away - Tait F.(Podcięcie)"", ""76' Yellow_Home - Benito L.(Podcięcie)"", ""82' Yellow_Home - Sissokho I.(Faul)"", ""90+1' Yellow_Home - Mexer(Podcięcie)""]",02.05.2021,13:00,1,0,Home,46%,54%,9,9,4,2,96,119,19,65,2,4,3,3,22,26,3,5,1,1,2,3,14,14,4,1
ligue-1,Lille,Nice,"[""13' Goal_Home - Yilmaz B.(David J.)"", ""21' Yellow_Home - Celik Z.(Podcięcie)"", ""27' Yellow_Away - Claude-Maurice A.(Faul)"", ""34' Yellow_Away - Lotomba J.(Podcięcie)"", ""36' Yellow_Home - Niesportowe zachowanieGaltier C.(Poza boiskiem, Niesportowe zachowanie)"", ""48' Red_Card_Away - Żółta kartka / Lotomba J.(Nadmierna ostrość)"", ""56' Goal_Home - Celik Z."", ""87' Yellow_Home - Xeka(Nadmierna ostrość)""]",01.05.2021,21:00,2,0,Home,56%,44%,12,0,4,0,127,82,47,25,4,0,4,0,22,13,5,1,2,2,0,2,9,12,2,3
ligue-1,Paris Saint-Germain,Lens,"[""33' Goal_Home - Neymar(Draxler J.)"", ""59' Goal_Home - Marquinhos(Neymar)"", ""61' Goal_Away - Ganago I.(Kalimuendo A.)"", ""66' Yellow_Away - Medina F.(Podcięcie)"", ""76' Yellow_Away - Sotoca F.(Nadmierna ostrość)"", ""78' Yellow_Home - Herrera A.(Podcięcie)"", ""83' Var_Home"", ""89' Yellow_Home - Kehrer T.(Podcięcie)"", ""90+1' Yellow_Home - Marquinhos(Niesportowe zachowanie)"", ""90+4' Yellow_Home - Verratti M.(Opóźnianie gry)""]",01.05.2021,17:00,2,1,Home,60%,40%,14,15,6,3,108,82,34,41,5,11,3,1,24,23,6,2,3,2,2,4,14,16,4,2
ligue-1,Marseille,Strasbourg,"[""53' Yellow_Away - Kone L.(Podcięcie)"", ""55' Yellow_Home - Rongier V.(Przytrzymywanie)"", ""73' Goal_Away - Mitrovic S.(Lienard D.)"", ""81' Yellow_Home - Lirola P.(Niesportowe zachowanie)"", ""85' Yellow_Away - Opóźnianie gryDiallo H.(Opóźnianie gry)"", ""86' Goal_Home - Benedetto D.(Luis Henrique)"", ""90+2' Yellow_Home - Milik A.(Podcięcie)"", ""90+3' Yellow_Home - Gueye P.(Przytrzymywanie)""]",30.04.2021,21:00,1,1,Draw,68%,32%,8,8,4,5,147,77,48,33,4,3,0,0,22,15,5,6,1,0,4,3,10,14,4,2
